ID;NAME;FORM;STREET;POSTBOX;POSTCODE;CITY;COUNTRY;REGION;TELEPHONE;CUSTTYPE;DISCOUNT;LANGU;EMAIL;WEBUSER
4044;Fabio Benz;Mr.;Via Giulio Cesare 206;;00195;Roma;IT;;3452738785;P;0;IT;Fabio_Benz@Roma.net;
4045;Ida Trensch;Frau;Dudweilerstr. 55;;66386;St. Ingbert;DE;;06894 194285;P;5;DE;Ida_Trensch@St.Ingbert.net;
4046;Fabio Gueldenpfennig;Mr.;Via Giulio Cesare 201;;00195;Roma;IT;;3452738785;P;10;IT;Fabio_Gueldenpfennig@Roma.net;
4047;Kurt Simonen;Dr.;Waldmann 8;;69207;Kurt;DE;;06221 922 053;P;15;DE;Kurt_Simonen@Kurt.net;
4048;Lothar Miguel;Herr;Stiftsbogen 165;;81375;Muenchen;DE;BAY;089 8828838;P;0;DE;Lothar_Miguel@Muenchen.net;
4049;Irene Lautenbach;Frau;Akazienweg 72;;27299;Langwedel;DE;;04232 16212;P;5;DE;Irene_Lautenbach@Langwedel.net;
4050;Uli Delon;Frau;Franz-Marc-Str. 224;;70111;Reutlingen;DE;;0734 372509;P;10;DE;Uli_Delon@Reutlingen.net;
4051;Juan Martin;Sr.;168 Fuenlabrada;;28017;Madrid;ES;;914782397;P;15;ES;Juan_Martin@Madrid.net;
4052;Juan Eichbaum;Sr.;53 Fuenlabrada;;28017;Madrid;ES;;914782397;P;0;ES;Juan_Eichbaum@Madrid.net;
4053;Annemarie Babilon;Frau;Stauboernchenstrasse 137;;67663;Kaiserslautern;DE;RHP;0631 2052399;P;5;DE;Annemarie_Babilon@Kaiserslautern.net;
4054;Lothar Waldmann;Herr;Hauptstr. 214;;69180;Walldorf;DE;;06227 12345;P;10;DE;Lothar_Waldmann@Walldorf.net;
4055;Johannes Gueldenpfennig;Herr;Leichhof 272;;55128;Mainz;DE;;06131 125627;P;15;DE;Johannes_Gueldenpfennig@Mainz.net;
4056;Anne-Marie Barth;Frau;Marktplatz 83;;90419;Nuernberg;DE;Bay;0911 584 365;P;0;DE;Anne-Marie_Barth@Nuernberg.net;
4057;Benjamin Sessler;Mr;259 Voodoo Avenue;;63728;New Orleans;US;;+1 552 48959 68876;P;5;EN;Benjamin_Sessler@NewOrleans.net;
4058;Walter Benz;Herr;Carl-Metz Strasse 151;;68163;Mannheim;DE;;0049 621 8282693;P;10;DE;Walter_Benz@Mannheim.net;
4059;Irene Mechler;Frau;Akazienweg 110;;27299;Langwedel;DE;;04232 16212;P;15;DE;Irene_Mechler@Langwedel.net;
4060;Walter Koslowski;Herr;Carl-Metz Strasse 105;;68163;Mannheim;DE;;0049 621 8282693;P;0;DE;Walter_Koslowski@Mannheim.net;
4061;Irene Heller;Frau;Akazienweg 64;;27299;Langwedel;DE;;04232 16212;P;5;DE;Irene_Heller@Langwedel.net;
4062;Anneliese Trensch;Frau;Am Deich 255;;23056;Buxtehude;DE;;02033 897;P;10;DE;Anneliese_Trensch@Buxtehude.net;
4063;Adam Lautenbach;Herr;Heidelberger Str. 119;;69483;Wald-Michelbach;DE;;06207 4138;P;15;DE;Adam_Lautenbach@Wald-Michelbach.net;
4064;James Heller;Herr;77 Golden Gate Drive;;22334;San Francisco;US;;+1 240 27589 29874;P;0;EN;James_Heller@SanFrancisco.net;
4065;Walter Domenech;Herr;Carl-Metz Strasse 263;;68163;Mannheim;DE;;0049 621 8282693;P;5;DE;Walter_Domenech@Mannheim.net;
4066;Prof. Dr. Anne-Marie van;Frau;Marktplatz 106;;90419;Nuernberg;DE;Bay;0911 584 365;P;10;DE;Anne-Marie_Lindwurm@Nuernberg.net;
4067;Adam DOultrement;Herr;Heidelberger Str. 45;;69483;Wald-Michelbach;DE;;06207 4138;P;15;DE;Adam_DOultrement@Wald-Michelbach.net;
4068;Gisela Gueldenpfennig;Frau;Goeckinghofstr. 249;;58332;Schwelm;DE;;02336/934587;P;0;DE;Gisela_Gueldenpfennig@Schwelm.net;
4069;Anneliese Fischmann;Frau;Am Deich 117;;23056;Buxtehude;DE;;02033 897;P;5;DE;Anneliese_Fischmann@Buxtehude.net;
4070;Gisela Marshall;Frau;Goeckinghofstr. 175;;58332;Schwelm;DE;;02336/934587;P;10;DE;Gisela_Marshall@Schwelm.net;
4071;Walter Lindwurm;Herr;Carl-Metz Strasse 70;;68163;Mannheim;DE;;0049 621 8282693;P;15;DE;Walter_Lindwurm@Mannheim.net;
4072;Guenther Babilon;Herr;Jacobistrasse 279;;79104;Freiburg;DE;;0761 475633;P;0;DE;Guenther_Babilon@Freiburg.net;
4073;Irene Hoffen;Frau;Akazienweg 22;;27299;Langwedel;DE;;04232 16212;P;5;DE;Irene_Hoffen@Langwedel.net;
4074;Anne-Marie Jacqmain;Frau;Marktplatz 66;;90419;Nuernberg;DE;Bay;0911 584 365;P;10;DE;Anne-Marie_Jacqmain@Nuernberg.net;
4075;Andreas Dumbach;Herr;Hasnerstrasse 237;;4020;Linz;AT;;0732 652149;P;15;DE;Andreas_Dumbach@Linz.net;
4076;Anna Pan;Frau;N7, 158;;68161;Mannheim;DE;;0621/25871;P;0;DE;Anna_Pan@Mannheim.net;
4077;Kurt Vrsic;Dr.;Waldmann 278;;69207;Kurt;DE;;06221 922 053;P;5;DE;Kurt_Vrsic@Kurt.net;
4078;Anne-Marie Vrsic;Frau;Marktplatz 91;;90419;Nuernberg;DE;Bay;0911 584 365;P;10;DE;Anne-Marie_Vrsic@Nuernberg.net;
4079;Jean-Luc Illner;Herr;63 Rue Balzac;;75839;Paris;FR;;+33 10 3387 23428;P;15;FR;Jean-Luc_Illner@Paris.net;
4080;Fabio Hoffen;Mr.;Via Giulio Cesare 113;;00195;Roma;IT;;3452738785;P;0;IT;Fabio_Hoffen@Roma.net;
4081;Laura Simonen;Frau;Raupelsweg 16;;60118;Mainz;DE;;06221 934 432;P;5;DE;Laura_Simonen@Mainz.net;
4082;Thomas Buehler;Mr.;3 Lake Shore Drive;;60657;Chicago;US;IL;312 781 8000;P;10;EN;Thomas_Buehler@Chicago.net;
4083;Matthias Columbo;Herr;Gartenstr. 220;;69123;Heidelberg;DE;;07254 6442;P;15;DE;Matthias_Columbo@Heidelberg.net;
4084;Uli Zimmermann;Frau;Franz-Marc-Str. 181;;70111;Reutlingen;DE;;0734 372509;P;0;DE;Uli_Zimmermann@Reutlingen.net;
4085;Amelie Deichgraeber;Frau;Froschstr. 229;;68753;Amelie;DE;;07254 953350;P;5;DE;Amelie_Deichgraeber@Amelie.net;
4086;Cindy Hoffen;Mrs;25 Windstone Drive;;76018;Arlington;US;TX;817 472 1902;P;10;EN;Cindy_Hoffen@Arlington.net;
4087;Christine Buehler;Frau;Emil-Heckel-Str. 171;;68163;Mannheim;DE;;0621/812547;P;15;DE;Christine_Buehler@Mannheim.net;
4088;Lothar Rahn;Herr;Hauptstr. 111;;69180;Walldorf;DE;;06227 12345;P;0;DE;Lothar_Rahn@Walldorf.net;
4089;Simon Miguel;M;rue de Moillebeau 251;;1211;Genve;CH;;+41 22 730 4003;P;5;FR;Simon_Miguel@Genve.net;
4090;Anna Matthaeus;Frau;N7, 23;;68161;Mannheim;DE;;0621/25871;P;10;DE;Anna_Matthaeus@Mannheim.net;
4091;Irmtraut Montero;Frau;Max-Planck-Str. 238;;63150;Heusenstamm;DE;;06104 554433;P;15;DE;Irmtraut_Montero@Heusenstamm.net;
4092;Anneliese Detemple;Frau;Am Deich 11;;23056;Buxtehude;DE;;02033 897;P;0;DE;Anneliese_Detemple@Buxtehude.net;
4093;August Goelke;Herr;Alte Reichsstr. 59;;66464;Homburg;DE;;06841 53232;P;5;DE;August_Goelke@Homburg.net;
4094;Christoph Heller;Mr;212 Federal Avenue;;17844;Washington;US;;221 784 4478;P;10;EN;Christoph_Heller@Washington.net;
4095;Astrid Benjamin;Frau;Karl-Schwaner-Str. 36;;68219;Mannheim;DE;;0621 801740;P;15;DE;Astrid_Benjamin@Mannheim.net;
4096;Mathilde Vrsic;Frau;Erlengrund 203;;68789;St. Leon-Rot;DE;;06227 13813;P;0;DE;Mathilde_Vrsic@St.Leon-Rot.net;
4097;James Rahn;Herr;192 Golden Gate Drive;;22334;San Francisco;US;;+1 240 27589 29874;P;5;EN;James_Rahn@SanFrancisco.net;
4098;Matthias Babilon;Herr;Gartenstr. 199;;69123;Heidelberg;DE;;07254 6442;P;10;DE;Matthias_Babilon@Heidelberg.net;
4099;Sophie Vrsic;Frau;Mutterstadter Str. 20;;67105;Schifferstadt;DE;;0049 6235 93317;P;15;DE;Sophie_Vrsic@Schifferstadt.net;
4100;Lothar Gutenberg;Herr;Hauptstr. 148;;69180;Walldorf;DE;;06227 12345;P;0;DE;Lothar_Gutenberg@Walldorf.net;
4101;Hendrik Zimmermann;Herr;Auf dem Huegel 232;;75757;Elsenz;DE;;07272 757575;P;5;DE;Hendrik_Zimmermann@Elsenz.net;
4102;Carmel Moyano;Dr.;128 Oak Street;;07666;Teaneck;US;;973-331-3069;P;10;EN;Carmel_Moyano@Teaneck.net;
4103;Peter Madeira;Herr;Karl-Marx-Allee 241;;16233;Potsdam;DE;;03224 78655;P;15;DE;Peter_Madeira@Potsdam.net;
4104;Astrid Sommer;Frau;Karl-Schwaner-Str. 147;;68219;Mannheim;DE;;0621 801740;P;0;DE;Astrid_Sommer@Mannheim.net;
4105;Guillermo Lindwurm;Mr.;73 Pza. Pablo Ruiz Picasso;;28020;Madrid;ES;;34914567200;P;5;ES;Guillermo_Lindwurm@Madrid.net;
4106;Annemarie Domenech;Frau;Stauboernchenstrasse 79;;67663;Kaiserslautern;DE;RHP;0631 2052399;P;10;DE;Annemarie_Domenech@Kaiserslautern.net;
4107;Fabio Leisert;Mr.;Via Giulio Cesare 219;;00195;Roma;IT;;3452738785;P;15;IT;Fabio_Leisert@Roma.net;
4108;Marta Prinz;Sra.;87 Camelias;;08014;Barcelona;ES;;932374423;P;0;ES;Marta_Prinz@Barcelona.net;
4109;James Eichbaum;Herr;30 Golden Gate Drive;;22334;San Francisco;US;;+1 240 27589 29874;P;5;EN;James_Eichbaum@SanFrancisco.net;
4110;Mathilde Meier;Frau;Erlengrund 185;;68789;St. Leon-Rot;DE;;06227 13813;P;10;DE;Mathilde_Meier@St.Leon-Rot.net;
4111;Thomas Columbo;Mr.;227 Lake Shore Drive;;60657;Chicago;US;IL;312 781 8000;P;15;EN;Thomas_Columbo@Chicago.net;
4112;Stephen Weiss;Herr;Arionweg 133;;68723;Schwetzingen;DE;;06202 12345;P;0;DE;Stephen_Weiss@Schwetzingen.net;
4113;Theresia Gutenberg;Frau;Arndtstrasse 43;;71116;Gaertringen;DE;;07034 / 299934;P;5;DE;Theresia_Gutenberg@Gaertringen.net;
4114;Ruth Matthaeus;Frau;Melissenstr. 190;;41466;Neuss;DE;;02131 465750;P;10;DE;Ruth_Matthaeus@Neuss.net;
4115;Ludwig Meier;Herr;Wilhelminentr. 57;;64283;Darmstadt;DE;;06151 77372;P;15;DE;Ludwig_Meier@Darmstadt.net;
4116;Claire Wohl;Frau;Meerfeldstr. 61;;68163;Mannheim-Lindenhof;DE;;0049 621 8283279;P;0;DE;Claire_Wohl@Mannheim-Lindenhof.net;
4117;Lothar Weiss;Herr;Hauptstr. 213;;69180;Walldorf;DE;;06227 12345;P;5;DE;Lothar_Weiss@Walldorf.net;
4118;Guillermo Pratt;Mr.;6 Pza. Pablo Ruiz Picasso;;28020;Madrid;ES;;34914567200;P;10;ES;Guillermo_Pratt@Madrid.net;
4119;Uli Lindwurm;Frau;Franz-Marc-Str. 221;;70111;Reutlingen;DE;;0734 372509;P;15;DE;Uli_Lindwurm@Reutlingen.net;
4120;Christine Wohl;Frau;Emil-Heckel-Str. 247;;68163;Mannheim;DE;;0621/812547;P;0;DE;Christine_Wohl@Mannheim.net;
4121;Anna Koslowski;Frau;Lerchenstr. 54;;86343;Koenigsbrunn;DE;;08912 44376;P;5;DE;Anna_Koslowski@Koenigsbrunn.net;
4122;Stephen Sudhoff;Herr;Arionweg 15;;68723;Schwetzingen;DE;;06202 12345;P;10;DE;Stephen_Sudhoff@Schwetzingen.net;
4123;Johannes Simonen;Herr;Leichhof 248;;55128;Mainz;DE;;06131 125627;P;15;DE;Johannes_Simonen@Mainz.net;
4124;Peter Vrsic;Herr;Karl-Marx-Allee 102;;16233;Potsdam;DE;;03224 78655;P;0;DE;Peter_Vrsic@Potsdam.net;
4125;Gisela Cesari;Frau;Goeckinghofstr. 27;;58332;Schwelm;DE;;02336/934587;P;5;DE;Gisela_Cesari@Schwelm.net;
4126;Uli Sisko;Frau;Franz-Marc-Str. 193;;70111;Reutlingen;DE;;0734 372509;P;10;DE;Uli_Sisko@Reutlingen.net;
4127;Hendrik Waldmann;Herr;Auf dem Huegel 225;;75757;Elsenz;DE;;07272 757575;P;15;DE;Hendrik_Waldmann@Elsenz.net;
4128;Florian Illner;Herr;Gruenlingweg 76;;69180;Wiesloch;DE;;06222 12345;P;0;DE;Florian_Illner@Wiesloch.net;
4129;Marta Barth;Sra.;208 Camelias;;08014;Barcelona;ES;;932374423;P;5;ES;Marta_Barth@Barcelona.net;
4130;Georg Jacqmain;Herr;Caspar-David-Friedrich-Str. 10;;69190;Walldorf;DE;;06227/57188;P;10;DE;Georg_Jacqmain@Walldorf.net;
4131;Friedrich Kirk;Herr;Friedensallee 58;;63263;Neu-Isenburg;DE;;06227 12345;P;15;DE;Friedrich_Kirk@Neu-Isenburg.net;
4132;Stephen Hansmann;Herr;Arionweg 149;;68723;Schwetzingen;DE;;06202 12345;P;0;DE;Stephen_Hansmann@Schwetzingen.net;
4133;Ulla Legrand;Frau;Gruenlingweg 180;;69180;Wiesloch;DE;;06222 12345;P;5;DE;Ulla_Legrand@Wiesloch.net;
4134;Christa Cesari;Frau;Ausserhalb 115;;64342;Seeheim-Jugenheim;DE;;06157 93123;P;10;DE;Christa_Cesari@Seeheim-Jugenheim.net;
4135;Juan Lindwurm;Sr.;195 Fuenlabrada;;28017;Madrid;ES;;914782397;P;15;ES;Juan_Lindwurm@Madrid.net;
4136;James Madeira;Herr;207 Golden Gate Drive;;22334;San Francisco;US;;+1 240 27589 29874;P;0;EN;James_Madeira@SanFrancisco.net;
4137;James Sisko;Herr;80 Golden Gate Drive;;22334;San Francisco;US;;+1 240 27589 29874;P;5;EN;James_Sisko@SanFrancisco.net;
4138;Walter Hoffen;Herr;Carl-Metz Strasse 230;;68163;Mannheim;DE;;0049 621 8282693;P;10;DE;Walter_Hoffen@Mannheim.net;
4139;Jean-Luc Vrsic;Herr;52 Rue Balzac;;75839;Paris;FR;;+33 10 3387 23428;P;15;FR;Jean-Luc_Vrsic@Paris.net;
4140;Guillermo Matthaeus;Mr.;2 Pza. Pablo Ruiz Picasso;;28020;Madrid;ES;;34914567200;P;0;ES;Guillermo_Matthaeus@Madrid.net;
4141;Cindy Sudhoff;Mrs;183 Windstone Drive;;76018;Arlington;US;TX;817 472 1902;P;5;EN;Cindy_Sudhoff@Arlington.net;
4142;Anna Zimmermann;Frau;N7, 14;;68161;Mannheim;DE;;0621/25871;P;10;DE;Anna_Zimmermann@Mannheim.net;
4143;Thilo Pan;Herr;Zwischergasse 277;;23496;Dielheim;DE;;1234 5678900386;P;15;DE;Thilo_Pan@Dielheim.net;
4144;Marta Domenech Bras;Sra.;273 Camelias;;08014;Barcelona;ES;;932374423;P;0;ES;Marta_Domenech@Barcelona.net;
4145;Christoph Jacqmain;Mr;112 Federal Avenue;;17844;Washington;US;;221 784 4478;P;5;EN;Christoph_Jacqmain@Washington.net;
4146;Anna Madeira;Frau;N7, 268;;68161;Mannheim;DE;;0621/25871;P;10;DE;Anna_Madeira@Mannheim.net;
4147;August Deichgraeber;Herr;Alte Reichsstr. 78;;66464;Homburg;DE;;06841 53232;P;15;DE;August_Deichgraeber@Homburg.net;
4148;Fabio Mechler;Mr.;Via Giulio Cesare 200;;00195;Roma;IT;;3452738785;P;0;IT;Fabio_Mechler@Roma.net;
4149;Holm Koslowski;Herr;Muehltalstr. 71;;69121;Heidelberg;DE;;06221 54321;P;5;DE;Holm_Koslowski@Heidelberg.net;
4150;Jean Buchholm;M;108 rue Voltaire;;B - 1030;Bruxelles;BE;;+32 2 202 1638;P;10;FR;Jean_Buchholm@Bruxelles.net;
4151;Christoph Kramer;Mr;167 Federal Avenue;;17844;Washington;US;;221 784 4478;P;15;EN;Christoph_Kramer@Washington.net;
4152;Astrid Leisert;Frau;Karl-Schwaner-Str. 233;;68219;Mannheim;DE;;0621 801740;P;0;DE;Astrid_Leisert@Mannheim.net;
4153;Lothar Kirk;Herr;Hauptstr. 139;;69180;Walldorf;DE;;06227 12345;P;5;DE;Lothar_Kirk@Walldorf.net;
4154;Ruth Legrand;Frau;Melissenstr. 202;;41466;Neuss;DE;;02131 465750;P;10;DE;Ruth_Legrand@Neuss.net;
4155;Roland Weiss;Herr;Gemeindestr. 90;;79761;Waldshut;DE;;07751 800753;P;15;DE;Roland_Weiss@Waldshut.net;
4156;Astrid Simonen;Frau;Karl-Schwaner-Str. 85;;68219;Mannheim;DE;;0621 801740;P;0;DE;Astrid_Simonen@Mannheim.net;
4157;Siegfried Miguel;Herr;Schillerstr. 266;;15344;Strausberg;DE;;03342 365749;P;5;DE;Siegfried_Miguel@Strausberg.net;
4158;August Meier;Herr;Alte Reichsstr. 50;;66464;Homburg;DE;;06841 53232;P;10;DE;August_Meier@Homburg.net;
4159;Thilo Benz;Herr;Zwischergasse 4;;23496;Dielheim;DE;;1234 5678900386;P;15;DE;Thilo_Benz@Dielheim.net;
4160;Amelie Sessler;Frau;Froschstr. 178;;68753;Amelie;DE;;07254 953350;P;0;DE;Amelie_Sessler@Amelie.net;
4161;Allen Miguel;Mr.;123 Sagamore St.;;17758;N. Massapequa;US;;201-692-8128;P;5;EN;Allen_Miguel@N.Massapequa.net;
4162;Irmtraut Madeira;Frau;Max-Planck-Str. 169;;63150;Heusenstamm;DE;;06104 554433;P;10;DE;Irmtraut_Madeira@Heusenstamm.net;
4163;Benjamin Pratt;Mr;142 Voodoo Avenue;;63728;New Orleans;US;;+1 552 48959 68876;P;15;EN;Benjamin_Pratt@NewOrleans.net;
4164;Andrej Benz;Herr;280 Poklukarjeva;;1000;Ljubljana;SI;;00386 61 277543;P;0;DE;Andrej_Benz@Ljubljana.net;
4165;Stephen Domenech;Herr;Arionweg 156;;68723;Schwetzingen;DE;;06202 12345;P;5;DE;Stephen_Domenech@Schwetzingen.net;
4166;Amelie Heller;Frau;Froschstr. 174;;68753;Amelie;DE;;07254 953350;P;10;DE;Amelie_Heller@Amelie.net;
4167;Chantal Fischmann;Mme;84 rue Nieuport;;78140;Vlizy;FR;;0134 63 1919;P;15;FR;Chantal_Fischmann@Vlizy.net;
4168;Matthias Prinz;Herr;Gartenstr. 37;;69123;Heidelberg;DE;;07254 6442;P;0;DE;Matthias_Prinz@Heidelberg.net;
4169;Horst Columbo;Herr;Elzstrasse 186;;79312;Emmendingen;DE;;07641 927813;P;5;DE;Horst_Columbo@Emmendingen.net;
4170;Roland Goelke;Herr;Gemeindestr. 125;;79761;Waldshut;DE;;07751 800753;P;10;DE;Roland_Goelke@Waldshut.net;
4171;Walter Weiss;Herr;Carl-Metz Strasse 134;;68163;Mannheim;DE;;0049 621 8282693;P;15;DE;Walter_Weiss@Mannheim.net;
4172;Jean Hoffen;M;35 rue Voltaire;;B - 1030;Bruxelles;BE;;+32 2 202 1638;P;0;FR;Jean_Hoffen@Bruxelles.net;
4173;Ruth Neubasler;Frau;Melissenstr. 231;;41466;Neuss;DE;;02131 465750;P;5;DE;Ruth_Neubasler@Neuss.net;
4174;Georg Pan;Herr;Caspar-David-Friedrich-Str. 19;;69190;Walldorf;DE;;06227/57188;P;10;DE;Georg_Pan@Walldorf.net;
4175;Pierre Benz;M;93 route de Pgomas;;06130;Grasse;FR;;+33 2 72 69 00 32;P;15;FR;Pierre_Benz@Grasse.net;
4176;James Meier;Herr;98 Golden Gate Drive;;22334;San Francisco;US;;+1 240 27589 29874;P;0;EN;James_Meier@SanFrancisco.net;
4177;August Trensch;Herr;Alte Reichsstr. 159;;66464;Homburg;DE;;06841 53232;P;5;DE;August_Trensch@Homburg.net;
4178;Johannes Babilon;Herr;Leichhof 240;;55128;Mainz;DE;;06131 125627;P;10;DE;Johannes_Babilon@Mainz.net;
4179;Benjamin Dumbach;Mr;65 Voodoo Avenue;;63728;New Orleans;US;;+1 552 48959 68876;P;15;EN;Benjamin_Dumbach@NewOrleans.net;
4180;Christoph Rahn;Mr;243 Federal Avenue;;17844;Washington;US;;221 784 4478;P;0;EN;Christoph_Rahn@Washington.net;
4181;Annemarie Sudhoff;Frau;Stauboernchenstrasse 239;;67663;Kaiserslautern;DE;RHP;0631 2052399;P;5;DE;Annemarie_Sudhoff@Kaiserslautern.net;
4182;Anne-Marie Ryan;Frau;Marktplatz 253;;90419;Nuernberg;DE;Bay;0911 584 365;P;10;DE;Anne-Marie_Ryan@Nuernberg.net;
4183;Ida Montero;Frau;Dudweilerstr. 228;;66386;St. Ingbert;DE;;06894 194285;P;15;DE;Ida_Montero@St.Ingbert.net;
4184;Georg Gahl;Herr;Caspar-David-Friedrich-Str. 34;;69190;Walldorf;DE;;06227/57188;P;0;DE;Georg_Gahl@Walldorf.net;
4185;Adam Marshall;Herr;Heidelberger Str. 46;;69483;Wald-Michelbach;DE;;06207 4138;P;5;DE;Adam_Marshall@Wald-Michelbach.net;
4186;Theresia Sisko;Frau;Arndtstrasse 250;;71116;Gaertringen;DE;;07034 / 299934;P;10;DE;Theresia_Sisko@Gaertringen.net;
4187;Gisela Legrand;Frau;Goeckinghofstr. 262;;58332;Schwelm;DE;;02336/934587;P;15;DE;Gisela_Legrand@Schwelm.net;
4188;Carmel Kreiss;Dr.;10 Oak Street;;07666;Teaneck;US;;973-331-3069;P;0;EN;Carmel_Kreiss@Teaneck.net;
4189;Cindy Mechler;Mrs;126 Windstone Drive;;76018;Arlington;US;TX;817 472 1902;P;5;EN;Cindy_Mechler@Arlington.net;
4190;Walter Fischmann;Herr;Carl-Metz Strasse 95;;68163;Mannheim;DE;;0049 621 8282693;P;10;DE;Walter_Fischmann@Mannheim.net;
4191;Illya Picard;Herr;Im Warmet 198;;69231;Rauenberg;DE;;0800 700707;P;15;DE;Illya_Picard@Rauenberg.net;
4192;Uli Domenech;Frau;Franz-Marc-Str. 116;;70111;Reutlingen;DE;;0734 372509;P;0;DE;Uli_Domenech@Reutlingen.net;
4193;Irmtraut Trensch;Frau;Max-Planck-Str. 146;;63150;Heusenstamm;DE;;06104 554433;P;5;DE;Irmtraut_Trensch@Heusenstamm.net;
4194;Anna Sommer;Frau;Lerchenstr. 99;;86343;Koenigsbrunn;DE;;08912 44376;P;10;DE;Anna_Sommer@Koenigsbrunn.net;
4195;Kurt Trensch;Dr.;Waldmann 245;;69207;Kurt;DE;;06221 922 053;P;15;DE;Kurt_Trensch@Kurt.net;
4196;Peter Lautenbach;Herr;Karl-Marx-Allee 189;;16233;Potsdam;DE;;03224 78655;P;0;DE;Peter_Lautenbach@Potsdam.net;
4197;Kurt Pan;Dr.;Waldmann 172;;69207;Kurt;DE;;06221 922 053;P;5;DE;Kurt_Pan@Kurt.net;
4198;Uli Waldmann;Frau;Franz-Marc-Str. 67;;70111;Reutlingen;DE;;0734 372509;P;10;DE;Uli_Waldmann@Reutlingen.net;
4199;Achim Moyano;Herr;Rankestr. 211;;76137;Karlsruhe;DE;;0721 37758;P;15;DE;Achim_Moyano@Karlsruhe.net;
4200;Hendrik Henry;Herr;Auf dem Huegel 254;;75757;Elsenz;DE;;07272 757575;P;0;DE;Hendrik_Henry@Elsenz.net;
4201;Johannes Sisko;Herr;Leichhof 109;;55128;Mainz;DE;;06131 125627;P;5;DE;Johannes_Sisko@Mainz.net;
4202;Salvador Sisko;Sr.;164 Piedad;;41006;Sevilla;ES;;953345728;P;10;ES;Salvador_Sisko@Sevilla.net;
4203;Lothar Dumbach;Herr;Hauptstr. 179;;69180;Walldorf;DE;;06227 12345;P;15;DE;Lothar_Dumbach@Walldorf.net;
4204;Ulla Simonen;Frau;Gruenlingweg 205;;69180;Wiesloch;DE;;06222 12345;P;0;DE;Ulla_Simonen@Wiesloch.net;
4205;Anna Sommer;Frau;N7, 41;;68161;Mannheim;DE;;0621/25871;P;5;DE;Anna_Sommer@Mannheim.net;
4206;Christine Mechler;Frau;Emil-Heckel-Str. 153;;68163;Mannheim;DE;;0621/812547;P;10;DE;Christine_Mechler@Mannheim.net;
4207;Stephen DOultrement;Herr;Arionweg 166;;68723;Schwetzingen;DE;;06202 12345;P;15;DE;Stephen_DOultrement@Schwetzingen.net;
4208;Guillermo Gahl;Mr.;177 Pza. Pablo Ruiz Picasso;;28020;Madrid;ES;;34914567200;P;0;ES;Guillermo_Gahl@Madrid.net;
4209;Jean-Luc Sisko;Herr;236 Rue Balzac;;75839;Paris;FR;;+33 10 3387 23428;P;5;FR;Jean-Luc_Sisko@Paris.net;
4210;Thilo DOultrement;Herr;Zwischergasse 17;;23496;Dielheim;DE;;1234 5678900386;P;10;DE;Thilo_DOultrement@Dielheim.net;
4211;Ruth Marshall;Frau;Melissenstr. 47;;41466;Neuss;DE;;02131 465750;P;15;DE;Ruth_Marshall@Neuss.net;
4212;Simon Dumbach;M;rue de Moillebeau 191;;1211;Genve;CH;;+41 22 730 4003;P;0;FR;Simon_Dumbach@Genve.net;
4213;Lothar Jeremias;Herr;Stiftsbogen 217;;81375;Muenchen;DE;BAY;089 8828838;P;5;DE;Lothar_Jeremias@Muenchen.net;
4214;Amelie Meier;Frau;Froschstr. 21;;68753;Amelie;DE;;07254 953350;P;10;DE;Amelie_Meier@Amelie.net;
4215;Ludwig Koller;Herr;Wilhelminentr. 92;;64283;Darmstadt;DE;;06151 77372;P;15;DE;Ludwig_Koller@Darmstadt.net;
4216;Andreas Marshall;Herr;Hasnerstrasse 218;;4020;Linz;AT;;0732 652149;P;0;DE;Andreas_Marshall@Linz.net;
4217;Benjamin Meier;Mr;157 Voodoo Avenue;;63728;New Orleans;US;;+1 552 48959 68876;P;5;EN;Benjamin_Meier@NewOrleans.net;
4218;Adam Zimmermann;Herr;Heidelberger Str. 131;;69483;Wald-Michelbach;DE;;06207 4138;P;10;DE;Adam_Zimmermann@Wald-Michelbach.net;
4219;Allen Kirk;Mr.;145 Sagamore St.;;17758;N. Massapequa;US;;201-692-8128;P;15;EN;Allen_Kirk@N.Massapequa.net;
4220;Holm Legrand;Herr;Muehltalstr. 226;;69121;Heidelberg;DE;;06221 54321;P;0;DE;Holm_Legrand@Heidelberg.net;
4221;Lothar Pratt;Herr;Stiftsbogen 271;;81375;Muenchen;DE;BAY;089 8828838;P;5;DE;Lothar_Pratt@Muenchen.net;
4222;Simon Fischmann;M;rue de Moillebeau 260;;1211;Genve;CH;;+41 22 730 4003;P;10;FR;Simon_Fischmann@Genve.net;
4223;Salvador Rahn;Sr.;82 Piedad;;41006;Sevilla;ES;;953345728;P;15;ES;Salvador_Rahn@Sevilla.net;
4224;Christa Trensch;Frau;Ausserhalb 44;;64342;Seeheim-Jugenheim;DE;;06157 93123;P;0;DE;Christa_Trensch@Seeheim-Jugenheim.net;
4225;Lothar Sommer;Herr;Stiftsbogen 12;;81375;Muenchen;DE;BAY;089 8828838;P;5;DE;Lothar_Sommer@Muenchen.net;
4226;Kurt Koller;Dr.;Waldmann 275;;69207;Kurt;DE;;06221 922 053;P;10;DE;Kurt_Koller@Kurt.net;
4227;Laura Matthaeus;Frau;Raupelsweg 130;;60118;Mainz;DE;;06221 934 432;P;15;DE;Laura_Matthaeus@Mainz.net;
